full,last,first,link,citations,h-index,i10,t10,university,rank,UniversityID,comment,"* = confirmed, - = remove",trim
Magda El Zarki,El Zarki,Magda,https://scholar.google.com/citations?hl=en&user=lYm120wAAAAJ,,,,,University of California - Irvine  ,Full,94,,*,*
David Eppstein,Eppstein,David,https://scholar.google.com/citations?user=QSY7ufMAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Charless Fowlkes,Fowlkes,Charless,https://scholar.google.com/citations?user=yLQF4mkAAAAJ&hl=en,,,,,University of California - Irvine  ,Full,94,Associate to Full,*,*
Roy Fox,Fox,Roy,https://scholar.google.com/citations?hl=en&user=FH9nKOAAAAAJ,,,,,University of California - Irvine  ,Assistant,94,New,*,*
Michael Franz,Franz,Michael,,,,,,University of California - Irvine  ,Full,94,,*,*
Tony Givargis,Givargis,Tony,https://scholar.google.com/citations?user=bt2wk9EAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Michael T. Goodrich,Goodrich,Michael T.,https://scholar.google.com/citations?user=sSS9gSoAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Ian G. Harris,Harris,Ian G.,https://scholar.google.com/citations?user=NpcLBDsAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Wayne Hayes,Hayes,Wayne,https://scholar.google.com/citations?user=ojgp8NcAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Associate,94,,*,*
Daniel S. Hirschberg,Hirschberg,Daniel S.,,,,,,University of California - Irvine  ,Full,94,,*,*
Alexander Ihler,Ihler,Alexander,https://scholar.google.com/citations?user=ffdt7gMAAAAJ&hl=en,,,,,University of California - Irvine  ,Full,94,Associate to Full,*,*
Mohsen Imani,Imani,Mohsen ,https://scholar.google.com/citations?hl=en&user=9UZz_qcAAAAJ,,,,,University of California - Irvine  ,Assistant,94,New,*,*
Sandy Irani,Irani,Sandy,,,,,,University of California - Irvine  ,Full,94,,*,*
Ramesh Jain,Jain,Ramesh,https://scholar.google.com/citations?user=wOYUPpwAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Stanislaw Jarecki,Jarecki,Stanislaw,https://scholar.google.com/citations?user=TJ-7eZwAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Scott Jordan,Jordan,Scott,,,,,,University of California - Irvine  ,Full,94,,*,*
Sang-Woo Jun,Jun,Sang-Woo,https://scholar.google.com/citations?hl=en&user=l9zZMOYAAAAJ,,,,,University of California - Irvine  ,Assistant,94,New,*,*
Sangeetha A Jyothi,Jyothi,Sangeetha ,https://scholar.google.com/citations?hl=en&user=MFZC4EgAAAAJ,,,,,University of California - Irvine  ,Assistant,94,New,*,*
Alfred Kobsa,Kobsa,Alfred,https://scholar.google.com/citations?user=0nBysEcAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,Not listed,-,-
Richard Lathrop,Lathrop,Richard,https://scholar.google.com/citations?hl=en&user=pHkx-pQAAAAJ,,,,,University of California - Irvine  ,Full,94,,*,*
Marco Levorato,Levorato,Marco,https://scholar.google.com/citations?user=Lf2KB6cAAAAJ&hl=en,,,,,University of California - Irvine  ,Associate,94,,*,*
Chen Li,Li,Chen,https://scholar.google.com/citations?user=lWw-l1EAAAAJ&hl=en,,,,,University of California - Irvine  ,Full,94,,*,*
Scott Mahlke,Mahlke,Scott ,https://scholar.google.com/citations?hl=en&user=-XpZ4fgAAAAJ,,,,,University of California - Irvine  ,Full,94,New,*,*
Aditi Majumder,Majumder,Aditi,https://scholar.google.com/citations?user=tXhqJv0AAAAJ&hl=en,,,,,University of California - Irvine  ,Full,94,,*,*
Stephan Mandt,Stephan ,Stephan ,https://scholar.google.com/citations?hl=en&user=HOrGe7wAAAAJ,,,,,University of California - Irvine  ,Assistant,94,New,*,*
Gopi Meenakshisundaram,Meenakshisundaram,Gopi,https://scholar.google.com/citations?user=DI8bU-0AAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Sharad Mehrotra,Mehrotra,Sharad,https://scholar.google.com/citations?user=MTZaRW4AAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Milena Mihail,Mihail,Milena ,NaN,,,33,187,University of California - Irvine  ,Associate,94,New,*,*
Eric Mjolsness,Mjolsness,Eric,https://scholar.google.com/citations?user=tqF2ld4AAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Alexander Nicolau,Nicolau,Alexander,https://scholar.google.com/citations?user=oD0ISLcAAAAJ&hl=en&oi=sra,,,,,University of California - Irvine  ,Full,94,,*,*
Ioannis Panageas,Panageas,Ioannis ,https://scholar.google.com/citations?hl=en&user=5NiFWuwAAAAJ,,,,,University of California - Irvine  ,Assistant,94,New,*,*
Marios Papaefthymiou,Papaefthymiou,Marios,,,,,,University of California - Irvine  ,Full,94,,*,*
Amelia C. Regan,Regan,Amelia C.,https://scholar.google.com/citations?user=1xfwEBAAAAAJ&hl=en&oi=sra,,,,,University of California - Irvine  ,Full,94,,*,*
Isac D. Scherson,Scherson,Isac D.,https://scholar.google.com/citations?user=szsAigoAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Sameer Singh,Singh,Sameer,https://scholar.google.com/citations?user=-hGZC54AAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Assistant,94,,*,*
Padhraic Smyth,Smyth,Padhraic,https://scholar.google.com/citations?user=OsoQ-dcAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Erik Sudderth,Sudderth,Erik,https://scholar.google.com/citations?user=ePiPQ2cAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,Associate to Full,*,*
Gene Tsudik,Tsudik,Gene,https://scholar.google.com/citations?user=WLvuu74AAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Vijay Vazirani,Vazirani,Vijay,https://scholar.google.com/citations?user=8eB7Q1kAAAAJ&hl=en,,,,,University of California - Irvine  ,Full,94,,*,*
Alexander Veidenbaum,Veidenbaum,Alexander,,,,,,University of California - Irvine  ,Full,94,,*,*
Nalini Venkatasubramanian,Venkatasubramanian,Nalini,https://scholar.google.com/citations?user=qfCah3sAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Xiaohui Xie,Xie,Xiaohui,https://scholar.google.com/citations?user=1CR0meYAAAAJ&hl=en,,,,,University of California - Irvine  ,Full,94,Associate to Full,*,*
Harry Xu,Xu,Harry,https://scholar.google.com/citations?user=DS6rCasAAAAJ&hl=en,,,,,University of California - Irvine  ,Associate,94,Not listed,-,-
Jing Zhang,Zhang,Jing ,https://scholar.google.com/citations?hl=en&user=qcc-GwkAAAAJ,,,,,University of California - Irvine  ,Assistant,94,New,*,*
Shuang Zhao,Zhao,Shuang,https://scholar.google.com/citations?user=cbQB0MMAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Assistant,94,,*,*
Omid Abari,Abari,Omid ,https://scholar.google.com/citations?hl=en&user=4rihlSYAAAAJ,,,,,University of California - Los Angeles  ,Assistant,95,New,*,*
Guy Van den Broeck,Broeck,Guy Van den,https://scholar.google.com/citations?user=d0KQ9z0AAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Assistant,95,Not listed,-,-
Kai-Wei Chang,Chang,Kai-Wei,https://scholar.google.com/citations?user=fqDBtzYAAAAJ&hl=en,,,,,University of California - Los Angeles  ,Assistant,95,,*,*
Junghoo John Cho,Cho,Junghoo John,https://scholar.google.com/citations?user=DSLquxEAAAAJ&hl=en&oi=sra,,,,,University of California - Los Angeles  ,Full,95,,*,*
Tyson Condie,Condie,Tyson,https://scholar.google.com/citations?user=7SdcAiEAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Assistant,95,Not listed,-,-
Jason (Jingsheng) Cong,Cong,Jason (Jingsheng),https://scholar.google.com/citations?user=UVGe0gQAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Adnan Darwiche,Darwiche,Adnan,https://scholar.google.com/citations?user=pygPWvEAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Joseph DiStefano III,Distefano,Joseph,,,,,,University of California - Los Angeles  ,Full,95,,*,*
Michael G. Dyer,Dyer,Michael G.,,,,,,University of California - Los Angeles  ,Full,95,Not listed,-,-
Milos D. Ercegovac,Ercegovac,Milos D.,https://scholar.google.com/citations?user=92mdADUAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,Not listed,-,-
Jason Ernst,Ernst,Jason,https://scholar.google.com/citations?user=XoMpU7gAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Associate,95,"Assistant to Associate, Joint",*,*
Eleazar Eskin,Eskin,Eleazar,https://scholar.google.com/citations?user=VBXG4CwAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,Assistant to Full,*,*
Alyson Fletcher,Fletcher,Alyson ,https://scholar.google.com/citations?hl=en&user=MCClSvsAAAAJ,,,,,University of California - Los Angeles  ,Assistant,95,"New, Joint",*,*
Eliezer Gafni,Gafni,Eliezer,https://scholar.google.com/citations?user=pX-NLrYAAAAJ&hl=en&oi=sra,,,,,University of California - Los Angeles  ,Full,95,,*,*
Mario Gerla,Gerla,Mario,https://scholar.google.com/citations?user=mO3xwbwAAAAJ&hl=en,,,,,University of California - Los Angeles  ,Full,95,Not listed,-,-
Quanquan Gu,Gu,Quanquan,https://scholar.google.com/citations?user=GU9HgNAAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Assistant,95,,*,*
Eran Halperin,Halperin,Eran,https://scholar.google.com/citations?user=bpDPt1QAAAAJ&hl=en,,,,,University of California - Los Angeles  ,Full,95,,*,*
Cho-Jui Hsieh,Hsieh,Cho-Jui,https://scholar.google.com/citations?user=Wy89g4IAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Assistant,95,,*,*
Miryung Kim,Kim,Miryung,https://scholar.google.com/citations?user=a_50FBsAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,Associate to Full,*,*
Richard Korf,Korf,Richard,https://scholar.google.com/citations?user=LsuWoRoAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Christopher Lee,Lee,Christopher,,,,,,University of California - Los Angeles  ,Full,95,Not listed,-,-
Songwu Lu,Lu,Songwu,https://scholar.google.com/citations?user=PVdTviYAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Raghu Meka,Meka,Raghu,https://scholar.google.com/citations?user=xuDZ9-sAAAAJ&hl=en,,,,,University of California - Los Angeles  ,Associate,95,Assistant to Associate,*,*
Todd Millstein,Millstein,Todd,https://scholar.google.com/citations?user=u_tOExoAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Baharan Mirzasoleiman,Mirzasoleiman,Baharan ,https://scholar.google.com/citations?hl=en&user=x63j7HEAAAAJ,,,,,University of California - Los Angeles  ,Assistant,95,New,*,*
Stanley Osher,Osher,Stanley,https://scholar.google.com/citations?user=d3UtiX8AAAAJ&hl=en&oi=sra,,,,,University of California - Los Angeles  ,Full,95,Joint,*,*
Ravi Netravali,Netravali,Ravi,https://scholar.google.com/citations?user=4C9naMgAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Assistant,95,,*,*
Tony Nowatzki,Nowatzki,Tony,https://scholar.google.com/citations?user=1hLMcNsAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Assistant,95,,*,*
Rafail Ostrovsky,Ostrovsky,Rafail,https://scholar.google.com/citations?user=UvFrX04AAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Jens Palsberg,Palsberg,Jens,https://scholar.google.com/citations?user=Gx8Rpr4AAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Judea Pearl,Pearl,Judea,https://scholar.google.com/citations?user=bAipNH8AAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,Not listed,-,-
Nanyun Peng,Peng,Nanyun ,https://scholar.google.com/citations?hl=en&user=XxRXvX0AAAAJ,,,,,University of California - Los Angeles  ,Assistant,95,New,*,*
Miodrag Potkonjak,Potkonjak,Miodrag,,,,,,University of California - Los Angeles  ,Full,95,,*,*
Glenn Reinman,Reinman,Glenn,https://scholar.google.com/citations?user=59zyQMYAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Amit Sahai,Sahai,Amit,https://scholar.google.com/citations?user=gqB23VMAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Sriram Sankararaman,Sankararaman,Sriram,https://scholar.google.com/citations?user=PnUH2KUAAAAJ&hl=en,,,,,University of California - Los Angeles  ,Assistant,95,,*,*
Majid Sarrafzadeh,Sarrafzadeh,Majid,https://scholar.google.com/citations?user=LYt_4uIAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Fabien Scalzo,Scalzo,Fabien,https://scholar.google.com/citations?user=9Z1pfWMAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Assistant,95,Residence,-,-
Fei Sha,Sha,Fei,https://scholar.google.com/citations?user=8rttV7kAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Associate,95,Not listed,-,-
Alexander Sherstov,Sherstov,Alexander,https://scholar.google.com/citations?user=JinbAIQAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Associate,95,,*,*
Stefano Soatto,Soatto,Stefano,https://scholar.google.com/citations?user=lH1PdF8AAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,Joint,*,*
Mani Srivastava,Srivastava,Mani,https://scholar.google.com/citations?user=X2Qs7XYAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Yizhou Sun,Sun,Yizhou,https://scholar.google.com/citations?user=TQgOjK0AAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Associate,95,Assistant to Associate,*,*
Yuval Tamir,Tamir,Yuval,,,,,,University of California - Los Angeles  ,Associate,95,,*,*
Demetri Terzopoulos,Terzopoulos,Demetri,https://scholar.google.com/citations?user=pKuBFaQAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Guy Van den Broeck,Van den Broeck,Guy ,https://scholar.google.com/citations?hl=en&user=d0KQ9z0AAAAJ,,,,,University of California - Los Angeles  ,Associate,95,New,*,*
Mihaela van der Schaar,Schaar,Mihaela van der,https://scholar.google.com/citations?user=DZ3S--MAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,Joint,*,*
George Varghese,Varghese,George,https://scholar.google.com/citations?user=rnR3JrYAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Wei Wang,Wang,Wei,https://scholar.google.com/citations?user=UedS9LQAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Guoqing Harry Xu,Xu,Guoqing Harry,https://scholar.google.com/citations?user=DS6rCasAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Associate,95,,*,*
Carlo Zaniolo,Zaniolo,Carlo,https://scholar.google.com/citations?user=f8FjAtMAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,Not listed,-,-
Lixia Zhang,Zhang,Lixia,https://scholar.google.com/citations?user=CZyWk8kAAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,,*,*
Song Chun Zhu,Zhu,Song Chun,https://scholar.google.com/citations?user=Al8dyb4AAAAJ&hl=en&oi=ao,,,,,University of California - Los Angeles  ,Full,95,Joint,*,*
"Abu-Ghazaleh, Nael",Abu-Ghazaleh,Nael,https://scholar.google.com/citations?user=AN3f7iAAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,,*,*
"Bhangale, Amey",Bhangale,Amey,https://scholar.google.com/citations?hl=en&user=ygJHy5UAAAAJ,,,,,University of California - Riverside  ,Assistant,96,New,*,*
"Bhuyan, Laxmi N.",Bhuyan,Laxmi N.,,,,,,University of California - Riverside  ,Full,96,,*,*
"Brisk, Philip",Brisk,Philip,https://scholar.google.com/citations?user=aPJHArAAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,Associate to Full,*,*
"Chen, Jiasi",Chen,Jiasi,https://scholar.google.com/citations?user=3FC3-T0AAAAJ&hl=en,,,,,University of California - Riverside  ,Assistant,96,,*,*
"Chen, Zizhong",Chen,Zizhong,https://scholar.google.com/citations?user=AvanGFkAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,Associate to Full,*,*
"Christidis, Vagelis Hristidis",Christidis,Vagelis Hristidis,https://scholar.google.com/citations?hl=en&user=nKR2tGvMLFMC,,,,,University of California - Riverside  ,Full,96,New,*,*
"Chrobak, Marek",Chrobak,Marek,https://scholar.google.com/citations?user=RutwCU4AAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,,*,*
"Eldawy, Ahmed",Eldawy,Ahmed,https://scholar.google.com/citations?user=bshz1DEAAAAJ,,,,,University of California - Riverside  ,Assistant,96,,*,*
"Faloutsos, Michalis",Faloutsos,Michalis,https://scholar.google.com/citations?user=eCXMUQEAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,,*,*
"Gu, Yan",Gu,Yan,https://scholar.google.com/citations?hl=en&user=BmshmX8AAAAJ,,,,,University of California - Riverside  ,Assistant,96,New,*,*
"Gupta, Rajiv",Gupta,Rajiv,https://scholar.google.com/citations?user=6P4bGWAAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,,*,*
"Hristidis, Vagelis",Hristidis,Vagelis,https://scholar.google.com/citations?user=nKR2tGvMLFMC&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,Not listed,-,-
"Jiang, Tao",Jiang,Tao,https://scholar.google.com/citations?user=XUhsCZwAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,,*,*
"Keogh, Eamonn",Keogh,Eamonn,https://scholar.google.com/citations?user=slVcOQIAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,,*,*
"Krishnamurthy, Srikanth",Krishnamurthy,Srikanth,https://scholar.google.com/citations?user=x8UnxSoAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,,*,*
"Lesani, Mohsen",Lesani,Mohsen,https://scholar.google.com/citations?user=cVLicJYAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Assistant,96,,*,*
"Lonardi, Stefano",Lonardi,Stefano,https://scholar.google.com/citations?user=T1tFq2MAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,,*,*
"Ahmed, Amr Magdy",Ahmed,Amr Magdy,https://scholar.google.com/citations?user=11CMsKsAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Assistant,96,,*,*
"Najjar, Walid",Najjar,Walid,https://scholar.google.com/citations?user=H0Y2wgUAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,,*,*
"Papalexakis, Evangelos",Papalexakis,Vagelis,https://scholar.google.com/citations?user=2P1kinAAAAAJ,,,,,University of California - Riverside  ,Assistant,96,,*,*
"Pazzani, Michael",Pazzani,Michael,https://scholar.google.com/citations?user=bhO5bMAAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,Not listed,-,-
"Qian, Zhiyun",Qian,Zhiyun,https://scholar.google.com/citations?user=OSBfM5sAAAAJ&hl=en,,,,,University of California - Riverside  ,Associate,96,Assistant to Associate, *,*
"Ramakrishnan, Kadangode K",Ramakrishnan,Kadangode K,https://scholar.google.com/citations?user=Da-s1FQAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,, *,*
"Ravishankar, Chinya (Ravi)",Ravishankar,Chinya,,,,,,University of California - Riverside  ,Full,96,,*,*
Silas Richelson,Richelson,Silas,,,,,,University of California - Riverside  ,Assistant,96,,*,*
"Sadredini, Elaheh",Sadredini,Elaheh,https://scholar.google.com/citations?hl=en&user=YDESS28AAAAJ,,,,,University of California - Riverside  ,Assistant,96,New,*,*
"Schroeder, Craig",Schroeder,Craig,https://scholar.google.com/citations?user=CAWhuTkAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Assistant,96,,*,*
"Shelton, Christian",Shelton,Christian,https://scholar.google.com/citations?user=9xbbxGcAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Full,96,,*,*
"Shinar, Tamar",Shinar,Tamar,https://scholar.google.com/citations?user=KibUW1sAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Associate,96,Assistant to Associate,*,*
"Song, Chengyu",Song,Chengyu,https://scholar.google.com/citations?user=EoypoXAAAAAJ&hl=en&oi=ao,,,,,University of California - Riverside  ,Assistant,96,,*,*
"Sun, Yihan",Sun,Yihan,https://scholar.google.com/citations?hl=en&user=E5aLeuYAAAAJ,,,,,University of California - Riverside  ,Assistant,96,New,*,*
